E_q,N_q,U_q
29769,19162,-6
29757,19048,-4
29743,18933,-1
29730,18818,-6
29715,18702,-3
29700,18586,5
29684,18470,1
29668,18353,1
29650,18235,1
29633,18117,-2
29614,17999,-9
29595,17880,-6
29575,17761,-2
29554,17641,1
29533,17521,4
29512,17400,0
29489,17279,7
29466,17158,-8
29442,17036,-7
29417,16913,-4
29392,16790,4
29366,16667,-8
29340,16544,-5
29313,16420,-2
29285,16295,-6
29256,16170,1
29227,16045,-1
29197,15919,-4
29167,15793,0
29136,15667,0
29104,15540,-8
29072,15412,0
29038,15285,6
29005,15157,-6
28970,15028,-3
28935,14899,-5
28900,14770,0
28863,14641,-1
28826,14511,2
28789,14380,-7
28750,14250,2
28711,14119,7
28672,13987,0
28631,13856,0
28591,13724,1
28549,13591,1
28507,13458,-5
28464,13325,-1
28420,13192,-3
28376,13058,-2
28332,12924,-2
28286,12789,0
28240,12655,-2
28193,12519,-2
28146,12384,7
28098,12248,8
28049,12112,-1
28000,11976,-6
27950,11839,-5
27900,11702,2
27849,11565,7
27797,11428,-4
27745,11290,-5
27692,11152,-1
27638,11013,1
27584,10875,2
27529,10736,-5
27474,10596,5
27417,10457,1
27361,10317,-1
27303,10177,2
27245,10037,4
27187,9896,4
27128,9756,-3
27068,9615,-2
27007,9473,-8
26946,9332,-5
26885,9190,-7
26822,9048,6
26760,8906,-10
26696,8763,-2
26632,8621,2
26567,8478,-1
26502,8335,-5
26436,8192,0
26370,8048,5
26303,7904,-3
26235,7760,1
26167,7616,-2
26098,7472,3
26029,7327,1
25959,7183,-7
25888,7038,2
25817,6893,4
25745,6748,5
25673,6602,1
25600,6457,-3
25526,6311,4
25452,6165,6
25378,6019,2
25303,5873,-6
25227,5726,3
25150,5580,1
25073,5433,3
24996,5286,0
24918,5140,9
24839,4992,-3
24760,4845,-1
24680,4698,-2
24600,4550,9
24519,4403,6
24438,4255,-2
24356,4108,6
24273,3960,4
24190,3812,-3
24107,3664,-8
24022,3515,3
23938,3367,2
23852,3219,4
23767,3070,-3
23680,2922,-9
23594,2773,5
23506,2625,-7
23418,2476,-4
23330,2327,-2
23241,2178,1
23151,2029,-2
23061,1880,-5
22971,1731,0
22880,1582,6
22788,1433,-1
22696,1284,0
22603,1135,3
22510,985,-2
22417,836,2
22323,687,-3
22228,538,-1
22133,388,3
22037,239,-3
21941,90,0
21844,-60,-7
21747,-209,3
21650,-359,2
21551,-508,-2
21453,-657,6
21354,-807,2
21254,-956,1
21154,-1105,-5
21054,-1254,6
20953,-1403,5
20851,-1553,-6
20749,-1702,2
20647,-1851,8
20544,-2000,5
20441,-2149,2
20337,-2298,-5
20233,-2447,3
20128,-2596,1
20023,-2745,3
19917,-2894,7
19811,-3042,-4
19704,-3191,-1
19597,-3339,8
19490,-3488,6
19382,-3636,-3
19274,-3785,0
19165,-3933,-1
19056,-4081,3
18946,-4229,2
18836,-4377,6
18726,-4525,5
18615,-4672,4
18504,-4820,4
18392,-4967,5
18280,-5115,-2
18167,-5262,-1
18054,-5409,1
17941,-5556,0
17827,-5703,-1
17713,-5849,7
17598,-5996,6
17483,-6142,4
17368,-6288,0
17252,-6435,8
17136,-6581,0
17019,-6726,-2
16902,-6872,2
16785,-7017,3
16667,-7163,-1
16549,-7308,4
16431,-7453,4
16312,-7597,-3
16193,-7742,8
16073,-7886,-4
15953,-8030,8
15833,-8174,5
15712,-8318,4
15591,-8462,1
15470,-8605,-3
15348,-8748,-4
15226,-8891,1
15104,-9034,6
14981,-9176,-2
14858,-9318,1
14735,-9460,8
14611,-9602,5
14487,-9744,2
14362,-9885,1
14237,-10026,3
14112,-10167,-1
13987,-10308,-1
13861,-10448,0
13735,-10588,2
13609,-10728,-2
13482,-10867,4
13355,-11007,8
13228,-11146,-1
13101,-11284,5
12973,-11423,4
12845,-11561,-3
12716,-11699,3
12587,-11836,3
12458,-11974,6
12329,-12111,10
12200,-12247,2
12070,-12384,0
11940,-12520,5
11809,-12656,-4
11678,-12791,0
11547,-12926,6
11416,-13061,-2
11285,-13196,0
11153,-13330,4
11021,-13464,12
10889,-13597,-1
10757,-13730,4
10624,-13863,3
10491,-13996,-5
10358,-14128,3
10224,-14260,3
10091,-14391,-3
9957,-14522,9
9823,-14653,0
9688,-14783,1
9554,-14913,5
9419,-15043,7
9284,-15172,8
9149,-15301,3
9013,-15430,-4
8878,-15558,4
8742,-15686,-3
8606,-15813,-6
8470,-15940,-4
8333,-16066,-2
8197,-16193,7
8060,-16318,2
7923,-16444,3
7786,-16569,2
7648,-16693,7
7511,-16817,9
7373,-16941,3
7235,-17064,-3
7097,-17187,3
6959,-17310,-6
6821,-17432,4
6682,-17553,-3
6544,-17674,1
6405,-17795,4
6266,-17915,1
6127,-18035,4
5988,-18155,-4
5848,-18274,3
5709,-18392,2
5569,-18510,9
5429,-18628,5
5289,-18745,1
5149,-18861,8
5009,-18978,-2
4869,-19093,5
4729,-19208,-3
4588,-19323,-4
4448,-19438,11
4307,-19551,6
4166,-19665,-2
4025,-19777,9
3884,-19890,1
3743,-20002,5
3602,-20113,9
3461,-20224,6
3319,-20334,2
3178,-20444,-1
3037,-20553,-3
2895,-20662,-2
2753,-20770,-1
2612,-20878,1
2470,-20985,0
2328,-21092,8
2186,-21198,-7
2044,-21304,4
1902,-21409,4
1761,-21514,-2
1618,-21618,0
1476,-21721,5
1334,-21824,4
1192,-21927,8
1050,-22029,-1
908,-22130,2
766,-22231,-2
623,-22332,0
481,-22431,2
339,-22530,5
196,-22629,0
54,-22727,-3
-88,-22825,-2
-230,-22921,5
-373,-23018,5
-515,-23114,3
-657,-23209,-8
-800,-23303,-4
-942,-23397,6
-1084,-23491,6
-1226,-23584,-1
-1369,-23676,4
-1511,-23768,-5
-1653,-23859,3
-1795,-23950,-4
-1937,-24039,2
-2079,-24129,0
-2221,-24217,5
-2363,-24306,-5
-2505,-24393,2
-2647,-24480,2
-2789,-24566,3
-2930,-24652,-2
-3072,-24737,2
-3214,-24822,-2
-3355,-24906,-1
-3497,-24989,0
-3638,-25071,4
-3779,-25153,-1
-3920,-25235,2
-4062,-25316,-3
-4203,-25396,0
-4344,-25475,0
-4484,-25554,-6
-4625,-25632,5
-4766,-25710,-1
-4907,-25787,0
-5047,-25863,7
-5187,-25939,-2
-5328,-26014,3
-5468,-26088,-2
-5608,-26162,0
-5747,-26235,-2
-5887,-26307,-2
-6027,-26379,0
-6166,-26450,9
-6306,-26521,7
-6445,-26590,6
-6584,-26660,-5
-6723,-26728,-1
-6862,-26796,0
-7000,-26863,-1
-7139,-26929,-2
-7277,-26995,-6
-7415,-27060,2
-7553,-27125,1
-7691,-27188,-4
-7829,-27252,1
-7966,-27314,1
-8103,-27376,-1
-8241,-27437,1
-8377,-27497,-3
-8514,-27557,4
-8651,-27616,-3
-8787,-27674,6
-8923,-27732,0
-9059,-27789,2
-9195,-27845,-8
-9331,-27901,-5
-9466,-27956,-1
-9601,-28010,3
-9736,-28063,0
-9871,-28116,4
-10006,-28168,2
-10140,-28219,-5
-10274,-28270,2
-10408,-28320,-4
-10541,-28369,-3
-10675,-28418,-4
-10808,-28466,-1
-10941,-28513,-7
-11074,-28559,-4
-11206,-28605,0
-11338,-28650,-5
-11470,-28694,3
-11602,-28738,-5
-11733,-28781,1
-11864,-28823,1
-11995,-28864,-10
-12126,-28905,-2
-12256,-28945,3
-12386,-28984,-3
-12516,-29023,6
-12646,-29061,-3
-12775,-29098,-1
-12904,-29134,0
-13032,-29170,6
-13161,-29205,-7
-13289,-29239,1
-13417,-29273,1
-13544,-29306,-5
-13671,-29338,8
-13798,-29369,-6
-13925,-29399,-2
-14051,-29429,1
-14177,-29458,-1
-14303,-29487,-9
-14428,-29514,2
-14553,-29541,3
-14678,-29568,0
-14802,-29593,3
-14926,-29618,5
-15050,-29642,2
-15173,-29665,1
-15296,-29687,-9
-15419,-29709,-5
-15541,-29730,-4
-15663,-29750,-2
-15785,-29770,-2
-15906,-29789,4
-16027,-29807,-4
-16148,-29824,-5
-16268,-29841,-1
-16388,-29857,-7
-16507,-29872,-2
-16627,-29886,-2
-16745,-29900,4
-16864,-29912,4
-16982,-29924,1
-17099,-29936,-9
-17217,-29947,-4
-17334,-29956,0
-17450,-29966,-1
-17566,-29974,-4
-17682,-29982,-2
-17797,-29988,-8
-17912,-29995,-6
-18027,-30000,3
-18141,-30005,10
-18254,-30009,-10
-18368,-30012,-6
-18481,-30014,5
-18593,-30016,-3
-18705,-30017,2
-18817,-30017,1
-18928,-30016,-4
-19039,-30015,0
-19149,-30013,-7
-19259,-30010,-2
-19369,-30007,5
-19478,-30002,1
-19586,-29997,-5
-19695,-29992,1
-19802,-29985,-2
-19910,-29978,-5
-20017,-29970,-4
-20123,-29961,-2
-20229,-29951,3
-20335,-29941,0
-20440,-29930,-3
-20544,-29918,0
-20649,-29906,4
-20752,-29893,4
-20856,-29879,-6
-20958,-29864,1
-21061,-29848,-2
-21163,-29832,-1
-21264,-29815,-3
-21365,-29797,-4
-21465,-29779,-3
-21565,-29760,10
-21665,-29740,-1
-21764,-29719,0
-21862,-29698,0
-21960,-29676,-4
-22058,-29653,1
-22155,-29629,-2
-22251,-29605,-6
-22347,-29580,0
-22443,-29554,-3
-22538,-29527,-1
-22633,-29500,0
-22727,-29472,1
-22820,-29443,-2
-22913,-29414,-2
-23006,-29384,-6
-23098,-29353,-7
-23189,-29321,0
-23280,-29289,-2
-23371,-29255,2
-23460,-29222,-2
-23550,-29187,-1
-23639,-29152,-2
-23727,-29116,-7
-23815,-29079,-5
-23902,-29041,1
-23989,-29003,-8
-24075,-28964,-3
-24161,-28924,-5
-24246,-28884,0
-24330,-28843,0
-24415,-28801,0
-24498,-28759,1
-24581,-28715,-5
-24663,-28671,-5
-24745,-28627,1
-24827,-28581,0
-24907,-28535,3
-24988,-28488,2
-25067,-28441,-9
-25146,-28393,-2
-25225,-28344,-5
-25303,-28294,-11
-25380,-28244,-6
-25457,-28193,-1
-25533,-28141,1
-25609,-28089,-3
-25684,-28035,0
-25758,-27982,4
-25832,-27927,-2
-25906,-27872,-2
-25979,-27816,-7
-26051,-27759,2
-26122,-27702,0
-26194,-27644,-7
-26264,-27585,-2
-26334,-27526,-2
-26403,-27466,-6
-26472,-27405,-3
-26540,-27344,-1
-26607,-27282,-1
-26674,-27219,-5
-26741,-27156,4
-26806,-27091,-6
-26872,-27027,3
-26936,-26961,-2
-27000,-26895,-1
-27063,-26828,-9
-27126,-26761,-8
-27188,-26693,-7
-27250,-26624,1
-27311,-26554,0
-27371,-26484,-10
-27431,-26413,-7
-27490,-26342,-4
-27548,-26270,5
-27606,-26197,-6
-27663,-26124,7
-27720,-26050,-3
-27776,-25975,3
-27831,-25900,-5
-27886,-25824,6
-27940,-25747,1
-27993,-25670,-4
-28046,-25592,-5
-28099,-25513,-5
-28150,-25434,-1
-28201,-25354,-3
-28251,-25274,-1
-28301,-25193,-3
-28350,-25111,-3
-28399,-25029,-7
-28447,-24946,-3
-28494,-24862,-6
-28540,-24778,-5
-28586,-24693,-9
-28631,-24608,-3
-28676,-24522,4
-28720,-24435,1
-28763,-24348,0
-28806,-24260,-4
-28848,-24172,6
-28890,-24083,-1
-28930,-23993,-8
-28970,-23903,-4
-29010,-23812,-4
-29049,-23721,-2
-29087,-23629,4
-29124,-23536,-5
-29161,-23443,-6
-29197,-23349,-2
-29233,-23255,-2
-29268,-23160,-5
-29302,-23064,8
-29336,-22968,-5
-29369,-22872,-10
-29401,-22774,-7
-29433,-22677,-1
-29464,-22578,-4
-29494,-22479,-2
-29524,-22380,2
-29553,-22280,-4
-29581,-22179,-5
-29609,-22078,-3
-29636,-21977,0
-29662,-21874,2
-29688,-21772,-7
-29713,-21668,-3
-29737,-21564,-5
-29761,-21460,3
-29784,-21355,-10
-29806,-21250,-1
-29828,-21144,-6
-29849,-21037,-2
-29869,-20930,5
-29889,-20823,1
-29908,-20715,-1
-29926,-20606,-3
-29944,-20497,-7
-29961,-20388,-5
-29977,-20278,-5
-29993,-20167,-6
-30008,-20056,-4
-30022,-19944,0
-30036,-19832,-4
-30049,-19720,-3
-30061,-19607,-7
-30073,-19493,-6
-30084,-19379,-2
-30094,-19264,0
-30104,-19150,-5
-30113,-19034,-5
-30121,-18918,-4
-30129,-18802,2
-30136,-18685,2
-30142,-18568,-8
-30148,-18450,-7
-30153,-18331,5
-30157,-18213,-1
-30160,-18094,-4
-30163,-17974,-3
-30166,-17854,0
-30167,-17734,0
-30168,-17613,-1
-30168,-17491,-4
-30168,-17369,-7
-30166,-17247,-1
-30165,-17124,-5
-30162,-17001,3
-30159,-16878,0
-30155,-16754,-2
-30151,-16630,6
-30145,-16505,-3
-30140,-16380,1
-30133,-16254,-1
-30126,-16128,-7
-30118,-16002,0
-30109,-15875,-4
-30100,-15748,-2
-30090,-15620,-3
-30080,-15492,4
-30068,-15364,7
-30056,-15236,0
-30044,-15106,-3
-30031,-14977,-3
-30017,-14847,4
-30002,-14717,-3
-29987,-14586,-4
-29971,-14456,-1
-29954,-14324,-11
-29937,-14193,-3
-29919,-14061,1
-29900,-13928,3
-29881,-13796,-1
-29861,-13663,1
-29840,-13529,3
-29819,-13396,-4
-29797,-13262,-6
-29774,-13127,-5
-29751,-12993,-2
-29727,-12858,2
-29703,-12722,-2
-29677,-12587,-6
-29651,-12451,-6
-29625,-12315,-4
-29597,-12178,-6
-29569,-12041,-5
-29541,-11904,-8
-29512,-11767,-9
-29482,-11629,-3
-29451,-11491,1
-29420,-11353,5
-29388,-11214,-1
-29355,-11075,3
-29322,-10936,3
-29288,-10797,-3
-29254,-10657,-2
-29219,-10517,0
-29183,-10377,-8
-29146,-10236,-4
-29109,-10096,0
-29071,-9955,3
-29033,-9814,-3
-28994,-9672,-1
-28954,-9531,0
-28914,-9389,1
-28873,-9246,9
-28831,-9104,-1
-28789,-8962,-3
-28746,-8819,-1
-28702,-8676,8
-28658,-8533,-4
-28613,-8389,-6
-28568,-8246,-4
-28521,-8102,0
-28475,-7958,2
-28427,-7813,-2
-28379,-7669,4
-28330,-7524,-1
-28281,-7380,1
-28231,-7235,1
-28180,-7089,-4
-28129,-6944,4
-28077,-6799,1
-28025,-6653,7
-27972,-6507,-10
-27918,-6361,-2
-27864,-6215,0
-27809,-6069,-3
-27753,-5922,0
-27697,-5776,-2
-27640,-5629,-2
-27583,-5482,-1
-27525,-5335,-1
-27466,-5188,-9
-27406,-5041,0
-27347,-4893,3
-27286,-4746,1
-27225,-4598,2
-27163,-4450,4
-27101,-4303,6
-27038,-4155,-5
-26974,-4006,-2
-26910,-3858,3
-26845,-3710,0
-26780,-3562,3
-26714,-3414,7
-26647,-3265,0
-26580,-3116,-2
-26513,-2968,4
-26444,-2819,3
-26375,-2670,9
-26306,-2522,7
-26236,-2373,1
-26165,-2224,6
-26094,-2075,-7
-26022,-1926,3
-25949,-1777,7
-25876,-1628,-5
-25803,-1478,5
-25729,-1329,-2
-25654,-1180,-1
-25578,-1031,-3
-25502,-881,4
-25426,-732,2
-25349,-583,1
-25271,-433,5
-25193,-284,-6
-25115,-135,-1
-25035,15,-7
-24956,164,2
-24875,313,5
-24794,463,5
-24712,612,1
-24630,761,7
-24548,910,-3
-24465,1060,0
-24381,1209,2
-24297,1358,-5
-24212,1507,1
-24127,1656,-5
-24041,1805,1
-23954,1954,-5
-23867,2103,-2
-23780,2252,-3
-23692,2401,1
-23603,2550,1
-23514,2698,-2
-23425,2847,2
-23334,2996,4
-23244,3144,-7
-23153,3292,0
-23061,3441,0
-22969,3589,2
-22876,3737,-2
-22783,3885,0
-22689,4033,-3
-22595,4181,0
-22500,4328,-1
-22405,4476,-2
-22309,4623,-5
-22213,4771,3
-22116,4918,2
-22019,5065,3
-21921,5212,2
-21823,5359,1
-21725,5506,1
-21625,5652,4
-21526,5799,-5
-21426,5945,-1
-21325,6091,1
-21224,6237,-3
-21122,6383,1
-21020,6528,1
-20918,6674,9
-20815,6819,4
-20711,6964,-4
-20608,7109,5
-20503,7254,6
-20398,7399,5
-20293,7543,0
-20187,7687,-3
-20081,7831,-3
-19975,7975,7
-19868,8119,-1
-19760,8262,1
-19652,8405,13
-19544,8548,-3
-19435,8691,0
-19326,8833,1
-19216,8976,-3
-19106,9118,0
-18995,9260,-4
-18884,9401,3
-18773,9543,1
-18661,9684,2
-18549,9825,5
-18437,9965,5
-18323,10106,4
-18210,10246,7
-18096,10386,4
-17982,10525,2
-17867,10665,5
-17752,10804,3
-17637,10943,9
-17521,11081,-3
-17405,11219,-2
-17288,11357,-1
-17171,11495,1
-17054,11632,-5
-16936,11769,-1
-16818,11906,-1
-16699,12043,-1
-16580,12179,-2
-16461,12315,1
-16341,12450,-1
-16222,12585,1
-16101,12720,-2
-15980,12855,-7
-15859,12989,0
-15738,13123,1
-15616,13257,0
-15494,13390,4
-15372,13523,12
-15249,13656,-2
-15126,13788,-9
-15002,13920,-1
-14878,14051,-2
-14754,14183,4
-14630,14313,0
-14505,14444,4
-14380,14574,-3
-14255,14704,1
-14129,14833,-1
-14003,14962,0
-13876,15091,-2
-13750,15219,-8
-13623,15347,4
-13495,15474,-1
-13368,15601,4
-13240,15728,3
-13112,15854,-5
-12983,15980,1
-12854,16106,-1
-12725,16231,2
-12596,16355,0
-12466,16480,-1
-12337,16604,1
-12206,16727,5
-12076,16850,5
-11945,16973,0
-11814,17095,-1
-11683,17216,7
-11552,17338,4
-11420,17459,-6
-11288,17579,4
-11156,17699,4
-11023,17818,0
-10890,17937,-2
-10757,18056,3
-10624,18174,4
-10491,18292,4
-10357,18409,2
-10223,18526,5
-10089,18642,4
-9955,18758,1
-9820,18874,3
-9685,18988,-1
-9550,19103,5
-9415,19217,6
-9280,19330,-2
-9144,19443,-1
-9008,19556,6
-8872,19668,3
-8736,19779,1
-8599,19890,4
-8463,20001,1
-8326,20111,-3
-8189,20220,8
-8052,20329,1
-7915,20437,2
-7777,20545,9
-7639,20653,0
-7502,20760,3
-7363,20866,2
-7225,20972,8
-7087,21077,9
-6949,21182,5
-6810,21286,6
-6671,21390,0
-6532,21493,0
-6393,21596,1
-6254,21698,1
-6114,21800,3
-5975,21901,-1
-5835,22001,1
-5695,22101,-3
-5555,22200,6
-5416,22299,-2
-5275,22397,3
-5135,22495,2
-4995,22592,8
-4854,22689,5
-4714,22785,3
-4573,22880,-4
-4432,22975,4
-4291,23069,-3
-4151,23163,2
-4009,23256,1
-3868,23348,8
-3727,23440,-4
-3586,23531,0
-3444,23622,2
-3303,23712,11
-3161,23802,-3
-3020,23891,-6
-2878,23979,1
-2736,24067,-2
-2595,24154,3
-2453,24240,8
-2311,24326,6
-2169,24412,0
-2027,24496,1
-1885,24580,-1
-1743,24664,-2
-1601,24747,8
-1459,24829,0
-1317,24910,2
-1174,24991,-5
-1032,25072,5
-890,25151,4
-748,25230,4
-606,25309,-1
-463,25387,-1
-321,25464,-1
-179,25540,1
-36,25616,-3
106,25691,1
248,25766,-6
390,25840,4
533,25913,7
675,25986,-1
817,26058,5
959,26129,-4
1101,26200,2
1244,26270,-1
1386,26339,4
1528,26408,-8
1670,26476,4
1812,26543,-6
1954,26610,-3
2096,26676,-3
2237,26741,-2
2379,26806,-5
2521,26870,-2
2663,26933,-4
2804,26996,-4
2946,27058,2
3087,27119,2
3229,27180,-2
3370,27239,-2
3511,27299,1
3653,27357,-7
3794,27415,0
3935,27472,-2
4076,27529,-4
4216,27585,-2
4357,27640,4
4498,27694,-2
4638,27748,1
4779,27801,7
4919,27853,4
5059,27905,6
5199,27956,-2
5339,28006,2
5479,28055,4
5619,28104,-8
5758,28152,-4
5898,28200,3
6037,28246,6
6176,28292,-1
6315,28338,-4
6454,28382,2
6593,28426,0
6731,28469,2
6870,28511,2
7008,28553,4
7146,28594,-3
7284,28634,6
7422,28674,2
7559,28713,-4
7697,28751,-1
7834,28788,1
7971,28825,1
8108,28861,-5
8245,28896,4
8381,28930,-4
8517,28964,0
8654,28997,0
8790,29029,0
8925,29061,-2
9061,29092,-1
9196,29122,0
9331,29151,1
9466,29180,6
9601,29208,2
9735,29235,-3
9869,29261,5
10003,29287,-1
10137,29312,8
10271,29336,0
10404,29360,4
10537,29382,-1
10670,29404,0
10803,29426,-2
10935,29446,5
11067,29466,6
11199,29485,-2
11331,29503,-2
11462,29521,-11
11593,29538,-9
11724,29554,3
11854,29569,7
11985,29584,-1
12115,29598,-8
12244,29611,-7
12374,29623,-2
12503,29635,1
12632,29646,-4
12761,29656,5
12889,29665,-1
13017,29674,-4
13145,29682,4
13272,29689,0
13399,29695,5
13526,29701,-6
13653,29706,0
13779,29710,-9
13905,29713,-7
14030,29716,-2
14155,29718,1
14280,29719,-1
14405,29720,-3
14529,29719,-2
14653,29718,-4
14777,29716,-1
14900,29714,-4
15023,29711,5
15146,29707,-1
15268,29702,1
15390,29696,-1
15512,29690,-10
15633,29683,2
15754,29675,-1
15874,29667,-1
15994,29657,-2
16114,29647,0
16233,29637,0
16353,29625,1
16471,29613,-5
16590,29600,-6
16707,29586,-6
16825,29572,1
16942,29556,-5
17059,29540,-8
17176,29524,-3
17292,29506,6
17407,29488,-4
17522,29469,3
17637,29449,-5
17752,29429,1
17866,29408,-6
17979,29386,-3
18093,29363,3
18205,29340,-5
18318,29316,3
18430,29291,0
18541,29265,7
18652,29239,0
18763,29212,0
18873,29184,-10
18983,29156,-3
19093,29127,0
19202,29097,-8
19310,29066,-2
19419,29034,-2
19526,29002,-5
19633,28969,0
19740,28936,3
19847,28902,-6
19953,28866,-7
20058,28831,-2
20163,28794,2
20268,28757,-3
20372,28719,-9
20476,28680,0
20579,28641,0
20681,28601,-4
20784,28560,2
20885,28518,-1
20987,28476,2
21088,28433,-8
21188,28389,1
21288,28345,-3
21387,28300,-1
21486,28254,10
21585,28207,1
21682,28160,-2
21780,28112,5
21877,28063,-2
21973,28014,-3
22069,27964,-1
22165,27913,1
22260,27861,-3
22354,27809,-2
22448,27756,-1
22542,27703,3
22635,27648,3
22727,27593,-4
22819,27538,-8
22910,27481,1
23001,27424,2
23092,27367,2
23181,27308,2
23271,27249,-7
23360,27189,-3
23448,27129,3
23536,27067,0
23623,27006,-1
23709,26943,1
23796,26880,-5
23881,26816,2
23966,26751,1
24051,26686,1
24135,26620,1
24218,26554,-2
24301,26486,0
24383,26419,-6
24465,26350,2
24546,26281,0
24627,26211,3
24707,26140,-2
24787,26069,0
24866,25997,-3
24944,25925,0
25022,25852,1
25099,25778,1
25176,25703,-1
25252,25628,-5
25328,25552,-3
25403,25476,-5
25477,25399,-2
25551,25321,-5
25624,25243,-2
25697,25164,-3
25769,25084,-10
25841,25004,-2
25912,24923,-4
25982,24842,-1
26052,24760,4
26121,24677,-2
26190,24594,-2
26258,24510,-1
26325,24425,0
26392,24340,0
26459,24254,-1
26524,24168,10
26589,24081,0
26654,23993,-4
26718,23905,1
26781,23816,-7
26843,23726,2
26905,23636,-5
26967,23546,-3
27028,23455,2
27088,23363,0
27148,23270,1
27207,23177,-4
27265,23084,-2
27323,22990,-1
27380,22895,-1
27436,22800,0
27492,22704,0
27548,22607,7
27602,22510,-4
27656,22413,-3
27710,22314,-6
27762,22216,-1
27815,22117,-4
27866,22017,-6
27917,21916,-1
27967,21815,0
28017,21714,4
28066,21612,-1
28115,21509,3
28162,21406,-9
28209,21303,-6
28256,21198,1
28302,21094,3
28347,20988,-8
28392,20883,-6
28435,20776,1
28479,20670,4
28521,20562,9
28563,20454,-5
28605,20346,-6
28645,20237,1
28685,20128,0
28725,20018,0
28764,19907,-1
28802,19796,-6
28839,19685,-1
28876,19573,-6
28912,19461,1
28948,19348,-5
28982,19234,8
29017,19121,-1
29050,19006,-5
29083,18891,-3
29115,18776,-5
29147,18660,-6
29178,18544,9
29208,18427,4
29238,18310,-2
29267,18192,1
29295,18074,0
29322,17956,-5
29349,17837,-10
29376,17717,-9
29401,17597,-4
29426,17477,-8
29451,17356,-7
29474,17235,8
29497,17113,-4
29520,16991,-6
29541,16869,5
29562,16746,-2
29582,16622,-2
29602,16499,2
29621,16375,2
29639,16250,2
29657,16125,-3
29674,15999,-5
29690,15874,-2
29706,15747,1
29721,15621,-13
29735,15494,1
29749,15366,-2
29762,15238,2
29774,15110,2
29786,14982,9
29796,14853,0
29807,14723,-3
29816,14594,-4
29825,14464,-2
29833,14333,-6
29841,14202,5
29848,14071,-7
29854,13940,-1
29860,13808,-4
29864,13676,3
29869,13543,0
29872,13410,-1
29875,13277,-4
29877,13143,4
29879,13009,-3
29880,12875,-1
29880,12741,0
29879,12606,0
29878,12471,2
29876,12335,4
29874,12199,1
29870,12063,-2
29866,11927,0
29862,11790,-3
29857,11653,-3
29851,11515,0
29844,11378,2
29837,11240,-1
29829,11102,-1
29820,10963,0
29811,10824,-8
29801,10685,-6
29790,10546,-2
29779,10407,2
29767,10267,1
29754,10127,4
29741,9986,-3
29727,9846,-1
29713,9705,-1
29697,9564,-10
29681,9422,-5
29665,9281,-2
29647,9139,-2
29629,8997,0
29611,8855,-8
29591,8712,1
29571,8569,-3
29550,8426,2
29529,8283,-3
29507,8140,2
29484,7996,10
29461,7852,1
29437,7708,6
29412,7564,-3
29387,7420,4
29361,7275,-4
29334,7131,3
29307,6986,-1
29279,6841,-5
29250,6695,1
29221,6550,-3
29191,6404,0
29161,6258,1
29129,6112,5
29097,5966,-2
29065,5820,0
29031,5674,1
28997,5527,-1
28963,5380,-7
28928,5234,0
28892,5087,-5
28855,4939,-6
28818,4792,-1
28780,4645,0
28742,4497,-4
28703,4350,0
28663,4202,3
28623,4054,1
28581,3906,1
28540,3758,-1
28497,3610,0
28454,3462,-1
28411,3314,-4
28366,3165,3
28321,3017,-3
28276,2868,3
28230,2720,-2
28183,2571,2
28135,2422,5
28087,2273,-5
28039,2125,2
27989,1976,1
27939,1827,3
27889,1678,2
27837,1528,-1
27785,1379,7
27733,1230,2
27680,1081,-1
27626,932,2
27572,782,7
27516,633,2
27461,484,9
27404,335,-5
27348,185,-3
27290,36,-2
27232,-113,-1
27173,-263,1
27114,-412,4
27054,-561,-6
26993,-711,5
26932,-860,1
26871,-1009,2
26808,-1159,-1
26745,-1308,-3
26681,-1457,2
26617,-1606,2
26552,-1756,1
26487,-1905,3
26421,-2054,7
26354,-2203,0
26287,-2352,6
26219,-2501,3
26151,-2649,-3
26082,-2798,9
26013,-2947,-2
25942,-3096,4
25872,-3244,3
25800,-3393,6
25728,-3541,1
25656,-3690,1
25583,-3838,5
25509,-3986,-3
25435,-4134,5
25360,-4282,3
25285,-4430,4
25209,-4577,2
25132,-4725,1
25055,-4873,5
24978,-5020,3
24899,-5167,-6
24821,-5315,-1
24741,-5462,4
24661,-5609,1
24581,-5755,1
24500,-5902,-7
24418,-6048,5
24336,-6195,-4
24254,-6341,1
24171,-6487,5
24087,-6633,-5
24002,-6778,0
23918,-6924,7
23832,-7069,-7
23746,-7215,-3
23660,-7360,0
23573,-7504,2
23485,-7649,2
23397,-7794,5
23309,-7938,-13
23220,-8082,2
23130,-8226,-1
23040,-8370,-2
22949,-8513,0
22858,-8656,-1
22766,-8799,4
22674,-8942,7
22581,-9085,-5
22488,-9227,5
22394,-9369,1
22300,-9511,9
22205,-9653,-3
22110,-9794,2
22014,-9936,3
21918,-10077,7
21821,-10217,4
21724,-10358,-1
21626,-10498,7
21528,-10638,-2
21429,-10778,-3
21330,-10917,1
21230,-11056,-2
21130,-11195,0
21030,-11334,4
20928,-11472,4
20827,-11610,1
20725,-11748,2
20622,-11886,-1
20519,-12023,4
20416,-12160,5
20312,-12296,-1
20207,-12433,0
20103,-12568,-2
19997,-12704,3
19892,-12840,0
19785,-12975,2
19679,-13109,3
19572,-13244,10
19464,-13378,6
19356,-13512,-1
19248,-13645,3
19139,-13778,3
19029,-13911,-4
